2000.000002,0.27044281,0.1824417,0.1285407,0.64479761,0.54890788,0.49390463,0.73132301,0.68692624,0.69218358,0.63189351,0.73831381,0.68142703,0.70660147,0.75087053,0.80315525,0.69247487,0.73356547,0.84349229,0.64819343,0.74358974,0.77554679,0.69179571,0.7898069,0.82144138
1000,0.19994567,0.12841617,0.1292578,0.4400978,0.52537723,0.40265328,0.62347188,0.66307903,0.61545357,0.60540614,0.68006753,0.67927573,0.67155664,0.70053814,0.8390104,0.64697093,0.69927192,0.82305486,0.59046455,0.71203968,0.776981,0.70809563,0.7807323,0.86231624
499.9999996,0.12442271,0.10931729,0.12818214,0.34827493,0.45995568,0.45751165,0.55052975,0.66761633,0.66869846,0.63596849,0.70507545,0.77608462,0.63773431,0.79022898,0.87629975,0.71475143,0.74137385,0.82466834,0.65362673,0.81671415,0.86643958,0.70931812,0.85164081,0.87056293
250.0000002,0.13501766,0.12102986,0.12370025,0.41238794,0.50680595,0.43169595,0.72860636,0.7297668,0.71531015,0.78850856,0.75509127,0.84205809,0.86185819,0.84235518,0.90319111,0.81119261,0.83982273,0.88024381,0.84922575,0.94375857,0.94926497,0.82531921,0.92888045,0.91323055
125,0.16422168,0.12356231,0.11527429,0.5328715,0.57191094,0.46127644,0.78606357,0.88762267,0.69182503,0.92067373,0.93278464,0.85173897,0.84841076,0.97815764,0.94926497,0.7728878,0.98111217,0.93761205,0.80019017,0.99609581,0.92183578,0.88440641,1,1
62.49999995,0.18283075,0.13263691,0.10810326,0.5931812,0.6164398,0.45876658,0.84460744,0.86715205,0.6351739,0.95639772,0.93637227,0.74417354,0.96278185,0.95715944,0.81319469,1.00162999,0.96866097,0.73323772,0.92882369,0.9490345,0.82843313,1,0.94143716,0.86590176
31.25000002,0.14832926,0.12968239,0.08067408,0.40885629,0.53002005,0.35389028,0.68744906,0.72079772,0.48924346,0.86471068,0.6690936,0.5,0.91850041,0.68492139,0.47525995,0.85493073,0.77577292,0.46360703,0.94471611,0.745067,0.48834708,0.85289324,0.7716577,0.55700968
15.625,0.17658245,0.08652527,0.05055575,0.44770443,0.29608526,0.20240229,0.81350177,0.41859238,0.20939405,0.85207824,0.41299989,0.20562926,0.77872861,0.34641764,0.19558982,0.77546862,0.35559776,0.18286124,0.75196957,0.37933945,0.18895662,0.79923934,0.41394956,0.21961276
7.812499994,0.13012768,0.0379867,0,0.29489269,0.13295347,0.08103263,0.43140451,0.17400021,0.08910004,0.55609889,0.17400021,0.09573324,0.5469981,0.18275826,0.08264611,0.58720456,0.19795294,0.07009681,0.45368106,0.08219901,0.06364288,0.56913882,0.16102142,0.07188957
3.906250003,0.099022,0,0,0,0.0442123,0.02043743,0.18391741,0.03577081,0.02061671,0.20836729,0.06858711,0.03244891,0.23634882,0.0645774,0.02886339,0.13379516,0.04695579,0.0236644,0.23050801,0.04073019,0.02312657,0.27234447,0.06225599,0.02330584
1.953125,0.05867971,0.00211037,0,0.00529747,0.04009708,0.01057727,0.18581907,0.05560831,0.0177483,0.16870416,0.09718265,0.01290785,0.22453138,0.05982906,0.01595554,0.19682152,0.05645246,0.01541771,0.16408585,0.03661496,0.0125493,0.17209997,0.0662657,0.01936178
0.976562499,,,,,,,,,,,,,,,,,,,,,,,,
